,Release,Artist,Format,Tracks,Country/Date,Label,Catalog#,Barcode,Tagger,Country,Date,MB-Name,Comment
,"▶Greetings From Asbury Park, N.J. (disc made in Japan, manufactoring code 01-065480-10)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":1990},""country"":{""editsPending"":false,""id"":241,""name"":""Europe"",""comment"":"""",""primary_code"":""XE"",""iso_3166_3_codes"":[],""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z"",""ended"":false,""entityType"":""area"",""primaryAlias"":""Europe"",""typeID"":null,""iso_3166_2_codes"":[],""country_code"":""XE"",""begin_date"":null,""end_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a""}}]}XE1990",CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia),CDCBS 65480,[none],"{""entityType"":""release"",""gid"":""eae0d9f6-3de9-4180-8308-035b0586ae02""}",Europe (XE),1990,"Greetings From Asbury Park, N.J.","disc made in Japan, manufactoring code 01-065480-10"
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""US"",""entityType"":""area"",""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""end_date"":null,""begin_date"":null,""primary_code"":""US"",""comment"":"""",""id"":222,""name"":""United States"",""iso_3166_3_codes"":[],""editsPending"":false,""iso_3166_1_codes"":[""US""],""last_updated"":""2013-06-15T18:06:39Z"",""ended"":false},""date"":{""year"":1990,""month"":null,""day"":null}}]}US1990","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CK 31903,07464319032,"{""entityType"":""release"",""gid"":""6fe2e023-e125-4713-bc72-066212e707fb""}",United States (US),1990,"Greetings From Asbury Park, N.J.",
,▶Greetings From Asbury Park N.J.,Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""year"":1991,""month"":null},""country"":{""begin_date"":{""month"":10,""year"":1918,""day"":28},""gid"":""88f49821-05a3-3bbc-a24b-bbd6b918c07b"",""end_date"":{""day"":31,""month"":12,""year"":1992},""primaryAlias"":""Czechoslovakia"",""entityType"":""area"",""country_code"":""XC"",""iso_3166_2_codes"":[],""typeID"":1,""ended"":true,""last_updated"":""2013-05-27T14:03:59Z"",""iso_3166_1_codes"":[""XC""],""editsPending"":false,""iso_3166_3_codes"":[""CSHH""],""primary_code"":""XC"",""comment"":"""",""name"":""Czechoslovakia"",""id"":245}}]}XC1991","CBS (CBS Records’ international imprint from 1962–1990; renamed since 1991 as Columbia), Direkt Records","32210, DT 0017-1311",[none],"{""entityType"":""release"",""gid"":""90bbcae2-f00f-4482-8fab-f2baef937e6c""}",Czechoslovakia (XC),1991,Greetings From Asbury Park N.J.,
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""editsPending"":false,""comment"":"""",""primary_code"":""XE"",""name"":""Europe"",""id"":241,""iso_3166_3_codes"":[],""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z"",""ended"":false,""primaryAlias"":""Europe"",""entityType"":""area"",""iso_3166_2_codes"":[],""typeID"":null,""country_code"":""XE"",""begin_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""end_date"":null},""date"":{""day"":null,""month"":null,""year"":1991}}]}XE1991","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",COL CD 32210,5099703221022,"{""entityType"":""release"",""gid"":""ffc7ea01-5609-4091-a45d-81e99f1cfacb""}",Europe (XE),1991,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (Japan, 1999 cardboard packaging reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""year"":1999,""month"":8,""day"":21},""country"":{""ended"":false,""iso_3166_1_codes"":[""JP""],""last_updated"":""2013-05-27T12:29:56Z"",""iso_3166_3_codes"":[],""name"":""Japan"",""id"":107,""comment"":"""",""primary_code"":""JP"",""editsPending"":false,""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""begin_date"":null,""country_code"":""JP"",""iso_3166_2_codes"":[],""typeID"":1,""entityType"":""area"",""primaryAlias"":""Japan""}}]}JP1999-08-21",SME Records (Japanese imprint – not equivalent to “Sony Music Entertainment”),SRCS 9466,4988009946696,"{""entityType"":""release"",""gid"":""049cd835-52b8-45eb-bca5-e9bac21380a2""}",Japan (JP),1999-08-21,"Greetings From Asbury Park, N.J.","Japan, 1999 cardboard packaging reissue"
,"▶Greetings From Asbury Park, N.J. (Japan, 1999 picture disc reissue)",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""begin_date"":null,""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""JP"",""entityType"":""area"",""primaryAlias"":""Japan"",""last_updated"":""2013-05-27T12:29:56Z"",""iso_3166_1_codes"":[""JP""],""ended"":false,""id"":107,""name"":""Japan"",""primary_code"":""JP"",""comment"":"""",""iso_3166_3_codes"":[],""editsPending"":false},""date"":{""year"":1999,""month"":8,""day"":21}}]}JP1999-08-21",SME Records (Japanese imprint – not equivalent to “Sony Music Entertainment”),SRCS 9466,4988009946696,"{""entityType"":""release"",""gid"":""752c8fe0-5e8a-4e2b-b028-f2142a262731""}",Japan (JP),1999-08-21,"Greetings From Asbury Park, N.J.","Japan, 1999 picture disc reissue"
,"▶Greetings From Asbury Park, N.J. (enhanced packaging reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":5,""year"":2003,""month"":5},""country"":{""gid"":""caac77d1-a5c8-3e6e-8e27-90b44dcc1446"",""end_date"":null,""begin_date"":null,""country_code"":""AT"",""typeID"":1,""iso_3166_2_codes"":[],""primaryAlias"":""Austria"",""entityType"":""area"",""ended"":false,""iso_3166_1_codes"":[""AT""],""last_updated"":""2013-05-27T12:35:40Z"",""iso_3166_3_codes"":[],""comment"":"""",""primary_code"":""AT"",""id"":14,""name"":""Austria"",""editsPending"":false}},{""date"":{""year"":2003,""month"":5,""day"":5},""country"":{""begin_date"":null,""end_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""entityType"":""area"",""primaryAlias"":""Europe"",""iso_3166_2_codes"":[],""typeID"":null,""country_code"":""XE"",""iso_3166_1_codes"":[""XE""],""last_updated"":""2013-08-28T11:55:13Z"",""ended"":false,""editsPending"":false,""id"":241,""name"":""Europe"",""comment"":"""",""primary_code"":""XE"",""iso_3166_3_codes"":[]}}]}AT2003-05-05XE2003-05-05","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)","5113002000, COL 511300 2",5099751130024,"{""entityType"":""release"",""gid"":""08be60a2-44c9-4639-8678-05d874d8bcc4""}","Austria (AT), Europe (XE)","2003-05-05, 2003-05-05","Greetings From Asbury Park, N.J.",enhanced packaging reissue
,"▶Greetings From Asbury Park, N.J. (enhanced packaging reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":2003},""country"":{""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""end_date"":null,""begin_date"":null,""country_code"":""US"",""iso_3166_2_codes"":[],""typeID"":1,""entityType"":""area"",""ended"":false,""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""],""iso_3166_3_codes"":[],""primary_code"":""US"",""comment"":"""",""name"":""United States"",""id"":222,""editsPending"":false}}]}US2003","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",CK 31903,074643190329,"{""entityType"":""release"",""gid"":""980a2644-4b67-4e87-8c8d-5d67c5305530""}",United States (US),2003,"Greetings From Asbury Park, N.J.",enhanced packaging reissue
,"▶Greetings From Asbury Park, N.J. (Japan, vinyl replica edition)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":22,""month"":6,""year"":2005},""country"":{""ended"":false,""last_updated"":""2013-05-27T12:29:56Z"",""iso_3166_1_codes"":[""JP""],""editsPending"":false,""iso_3166_3_codes"":[],""name"":""Japan"",""id"":107,""primary_code"":""JP"",""comment"":"""",""begin_date"":null,""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""entityType"":""area"",""primaryAlias"":""Japan"",""country_code"":""JP"",""typeID"":1,""iso_3166_2_codes"":[]}}]}JP2005-06-22",Sony Records International (Japanese TEXTLESS boxed Walking Eye imprint),MHCP 721,4571191052278,"{""entityType"":""release"",""gid"":""61f9eeaa-b4c5-43ea-8d5b-4f7a13090e7c""}",Japan (JP),2005-06-22,"Greetings From Asbury Park, N.J.","Japan, vinyl replica edition"
,"▶Greetings From Asbury Park, N.J. (Japan, vinyl replica edition for the european market)",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""entityType"":""area"",""primaryAlias"":""Europe"",""typeID"":null,""iso_3166_2_codes"":[],""country_code"":""XE"",""begin_date"":null,""end_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""editsPending"":false,""id"":241,""name"":""Europe"",""primary_code"":""XE"",""comment"":"""",""iso_3166_3_codes"":[],""last_updated"":""2013-08-28T11:55:13Z"",""iso_3166_1_codes"":[""XE""],""ended"":false},""date"":{""day"":null,""month"":null,""year"":2008}}]}XE2008",Sony Records International (Japanese TEXTLESS boxed Walking Eye imprint),88697287402,8869728740290,"{""entityType"":""release"",""gid"":""900a8fe0-9935-4b26-acbb-e3258a51a9e7""}",Europe (XE),2008,"Greetings From Asbury Park, N.J.","Japan, vinyl replica edition for the european market"
,"▶Greetings From Asbury Park, N.J. (Italy, “La Repubblica” and “L’Espresso” reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""month"":1,""year"":2009,""day"":7},""country"":{""primaryAlias"":""Italy"",""entityType"":""area"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""IT"",""begin_date"":null,""gid"":""c6500277-9a3d-349b-bf30-41afdbf42add"",""end_date"":null,""editsPending"":false,""primary_code"":""IT"",""comment"":"""",""name"":""Italy"",""id"":105,""iso_3166_3_codes"":[],""iso_3166_1_codes"":[""IT""],""last_updated"":""2013-05-27T13:42:38Z"",""ended"":false}}]}IT2009-01-07",Gruppo editoriale l’Espresso,BSC07,[none],"{""entityType"":""release"",""gid"":""21c27d41-2336-4fc1-b707-af9afd56a84f""}",Italy (IT),2009-01-07,"Greetings From Asbury Park, N.J.","Italy, “La Repubblica” and “L’Espresso” reissue"
,"▶Greetings From Asbury Park, N.J. (Spain, “El Periódico” reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":8,""month"":2,""year"":2009},""country"":{""iso_3166_3_codes"":[],""primary_code"":""ES"",""comment"":"""",""name"":""Spain"",""id"":194,""editsPending"":false,""ended"":false,""iso_3166_1_codes"":[""ES""],""last_updated"":""2013-05-27T13:08:54Z"",""country_code"":""ES"",""iso_3166_2_codes"":[],""typeID"":1,""primaryAlias"":""Spain"",""entityType"":""area"",""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""end_date"":null,""begin_date"":null}}]}ES2009-02-08","Sony BMG Music Entertainment (Aug 5, 2004 – Oct 1, 2008)",88697353962,842056520418700013,"{""entityType"":""release"",""gid"":""560ec660-fecc-44d8-9422-6e1be5812705""}",Spain (ES),2009-02-08,"Greetings From Asbury Park, N.J.","Spain, “El Periódico” reissue"
,"▶Greetings From Asbury Park, N.J. (Spain, “El Mundo” reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":8,""month"":2,""year"":2009},""country"":{""entityType"":""area"",""primaryAlias"":""Spain"",""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""ES"",""begin_date"":null,""end_date"":null,""gid"":""471c46a7-afc5-31c4-923c-d0444f5053a4"",""editsPending"":false,""id"":194,""name"":""Spain"",""primary_code"":""ES"",""comment"":"""",""iso_3166_3_codes"":[],""iso_3166_1_codes"":[""ES""],""last_updated"":""2013-05-27T13:08:54Z"",""ended"":false}}]}ES2009-02-08","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX), Sony BMG Music Entertainment (Aug 5, 2004 – Oct 1, 2008)",88697353962,9788492540778,"{""entityType"":""release"",""gid"":""7462b3ce-b21c-4ac5-95f5-c51c21adc09f""}",Spain (ES),2009-02-08,"Greetings From Asbury Park, N.J.","Spain, “El Mundo” reissue"
,"▶Greetings From Asbury Park, N.J. (Portugal, “Editora Planeta DeAgostini” reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""year"":2009,""month"":null,""day"":null},""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""primary_code"":""PT"",""comment"":"""",""name"":""Portugal"",""id"":171,""ended"":false,""last_updated"":""2014-09-04T17:02:19Z"",""iso_3166_1_codes"":[""PT""],""primaryAlias"":""Portugal"",""entityType"":""area"",""country_code"":""PT"",""iso_3166_2_codes"":[],""typeID"":1,""begin_date"":null,""gid"":""781b0c54-3d54-362d-a941-8a617def4992"",""end_date"":null}}]}PT2009",Planeta DeAgostini,0103221010,[none],"{""entityType"":""release"",""gid"":""98f62ba4-fb4d-4d43-8279-c65b1545f27b""}",Portugal (PT),2009,"Greetings From Asbury Park, N.J.","Portugal, “Editora Planeta DeAgostini” reissue"
,"▶Greetings From Asbury Park, N.J. (Italy, “Corriere della Sera” and “Sorrisi e Canzoni” reissue)",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""IT"",""primaryAlias"":""Italy"",""entityType"":""area"",""gid"":""c6500277-9a3d-349b-bf30-41afdbf42add"",""end_date"":null,""begin_date"":null,""comment"":"""",""primary_code"":""IT"",""name"":""Italy"",""id"":105,""iso_3166_3_codes"":[],""editsPending"":false,""last_updated"":""2013-05-27T13:42:38Z"",""iso_3166_1_codes"":[""IT""],""ended"":false},""date"":{""month"":11,""year"":2012,""day"":6}}]}IT2012-11-06","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",12SC0129,[none],"{""entityType"":""release"",""gid"":""f903051c-bf90-46ea-acc7-18502c0c4325""}",Italy (IT),2012-11-06,"Greetings From Asbury Park, N.J.","Italy, “Corriere della Sera” and “Sorrisi e Canzoni” reissue"
,"▶Greetings From Asbury Park, N.J. (remastered)",Bruce Springsteen,Digital Media,9,"{""events"":[{""date"":{""year"":2014,""month"":11,""day"":17},""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""primary_code"":""XW"",""comment"":"""",""id"":240,""name"":""[Worldwide]"",""ended"":false,""last_updated"":""2013-08-28T11:55:07Z"",""iso_3166_1_codes"":[""XW""],""entityType"":""area"",""country_code"":""XW"",""iso_3166_2_codes"":[],""typeID"":null,""begin_date"":null,""gid"":""525d4e18-3d00-31b9-a58b-a146a916de8f"",""end_date"":null}}]}XW2014-11-17",Legacy (reissue division of Sony Music Entertainment),,[none],"{""entityType"":""release"",""gid"":""059f159d-2f5f-42c3-aec8-75e0099e6942""}",[Worldwide] (XW),2014-11-17,"Greetings From Asbury Park, N.J.",remastered
,"▶Greetings From Asbury Park, N.J. (96kHz · 24bit)",Bruce Springsteen,Digital Media,9,"{""events"":[{""date"":{""day"":null,""month"":null,""year"":2014},""country"":{""entityType"":""area"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""US"",""begin_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""end_date"":null,""editsPending"":false,""comment"":"""",""primary_code"":""US"",""id"":222,""name"":""United States"",""iso_3166_3_codes"":[],""iso_3166_1_codes"":[""US""],""last_updated"":""2013-06-15T18:06:39Z"",""ended"":false}}]}US2014","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",,074643190329,"{""entityType"":""release"",""gid"":""86ff8941-f655-413f-bd76-a51aae685106""}",United States (US),2014,"Greetings From Asbury Park, N.J.",96kHz · 24bit
,"▶Greetings From Asbury Park, N.J. (US, Record Store Day 2015 release)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""iso_3166_3_codes"":[],""comment"":"""",""primary_code"":""US"",""name"":""United States"",""id"":222,""editsPending"":false,""ended"":false,""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""],""country_code"":""US"",""typeID"":1,""iso_3166_2_codes"":[],""entityType"":""area"",""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""end_date"":null,""begin_date"":null},""date"":{""month"":4,""year"":2015,""day"":18}}]}US2015-04-18","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",KC 31903,888750142214,"{""entityType"":""release"",""gid"":""947ce5ee-d330-4ff0-94fe-9a7ac9f3c638""}",United States (US),2015-04-18,"Greetings From Asbury Park, N.J.","US, Record Store Day 2015 release"
,"▶Greetings From Asbury Park, N.J. (Europe, 2015 remastered reissue)",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""name"":""Europe"",""id"":241,""primary_code"":""XE"",""comment"":"""",""ended"":false,""last_updated"":""2013-08-28T11:55:13Z"",""iso_3166_1_codes"":[""XE""],""entityType"":""area"",""primaryAlias"":""Europe"",""country_code"":""XE"",""iso_3166_2_codes"":[],""typeID"":null,""begin_date"":null,""end_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a""},""date"":{""day"":16,""month"":6,""year"":2015}}]}XE2015-06-16","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",88875098742,888750987426,"{""entityType"":""release"",""gid"":""4a5e0502-b8a7-4c0b-ae18-8238d8c92d5e""}",Europe (XE),2015-06-16,"Greetings From Asbury Park, N.J.","Europe, 2015 remastered reissue"
,"▶Greetings From Asbury Park, N.J. (US, 2015 remastered reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":16,""year"":2015,""month"":6},""country"":{""editsPending"":false,""iso_3166_3_codes"":[],""name"":""United States"",""id"":222,""comment"":"""",""primary_code"":""US"",""ended"":false,""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""],""entityType"":""area"",""country_code"":""US"",""typeID"":1,""iso_3166_2_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98""}}]}US2015-06-16","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",88875098742,888750987426,"{""entityType"":""release"",""gid"":""e232432e-678a-4cfb-a565-cb614a1a18db""}",United States (US),2015-06-16,"Greetings From Asbury Park, N.J.","US, 2015 remastered reissue"
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""iso_3166_1_codes"":[""JP""],""last_updated"":""2013-05-27T12:29:56Z"",""ended"":false,""editsPending"":false,""id"":107,""name"":""Japan"",""primary_code"":""JP"",""comment"":"""",""iso_3166_3_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""2db42837-c832-3c27-b4a3-08198f75693c"",""entityType"":""area"",""primaryAlias"":""Japan"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""JP""},""date"":{""day"":22,""month"":7,""year"":2015}}]}JP2015-07-22",Sony Records International (Japanese TEXTLESS boxed Walking Eye imprint),SICP 4511,4547366242164,"{""entityType"":""release"",""gid"":""19149199-0501-4a6f-b6d7-1eb1fd5b4bca""}",Japan (JP),2015-07-22,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""entityType"":""area"",""primaryAlias"":""Australia"",""country_code"":""AU"",""iso_3166_2_codes"":[],""typeID"":1,""begin_date"":null,""end_date"":null,""gid"":""106e0bec-b638-3b37-b731-f53d507dc00e"",""editsPending"":false,""iso_3166_3_codes"":[],""id"":13,""name"":""Australia"",""comment"":"""",""primary_code"":""AU"",""ended"":false,""iso_3166_1_codes"":[""AU""],""last_updated"":""2013-05-27T12:20:27Z""},""date"":{""day"":null,""month"":null,""year"":2015}}]}AU2015","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",88875098742,0888750987426,"{""entityType"":""release"",""gid"":""56b4279d-63ef-4c96-b3cb-fdb951de58a8""}",Australia (AU),2015,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (Canada, 2015 remastered reissue)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""entityType"":""area"",""primaryAlias"":""Canada"",""country_code"":""CA"",""typeID"":1,""iso_3166_2_codes"":[],""begin_date"":null,""end_date"":null,""gid"":""71bbafaa-e825-3e15-8ca9-017dcad1748b"",""editsPending"":false,""iso_3166_3_codes"":[],""id"":38,""name"":""Canada"",""comment"":"""",""primary_code"":""CA"",""ended"":false,""last_updated"":""2013-05-27T13:15:52Z"",""iso_3166_1_codes"":[""CA""]},""date"":{""day"":null,""month"":null,""year"":2015}}]}CA2015","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",88875014221,888750142214,"{""entityType"":""release"",""gid"":""6069bf25-f108-4670-8e62-d42eb55dfe32""}",Canada (CA),2015,"Greetings From Asbury Park, N.J.","Canada, 2015 remastered reissue"
,"▶Greetings From Asbury Park, N.J. (Europe, 2015 remastered reissue)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""country"":{""editsPending"":false,""primary_code"":""XE"",""comment"":"""",""name"":""Europe"",""id"":241,""iso_3166_3_codes"":[],""last_updated"":""2013-08-28T11:55:13Z"",""iso_3166_1_codes"":[""XE""],""ended"":false,""primaryAlias"":""Europe"",""entityType"":""area"",""iso_3166_2_codes"":[],""typeID"":null,""country_code"":""XE"",""begin_date"":null,""gid"":""89a675c2-3e37-3518-b83c-418bad59a85a"",""end_date"":null},""date"":{""day"":null,""month"":null,""year"":2015}}]}XE2015","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)","88875014221, KC 31903",888750142214,"{""entityType"":""release"",""gid"":""006d4bdd-6020-43a5-b2a6-ab587bf8b516""}",Europe (XE),2015,"Greetings From Asbury Park, N.J.","Europe, 2015 remastered reissue"
,"▶Greetings From Asbury Park, N.J. (US, 2015 remastered reissue)",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""day"":null,""year"":2015,""month"":null},""country"":{""begin_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""end_date"":null,""entityType"":""area"",""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""US"",""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""],""ended"":false,""editsPending"":false,""comment"":"""",""primary_code"":""US"",""name"":""United States"",""id"":222,""iso_3166_3_codes"":[]}}]}US2015","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)","88875014221, KC 31903",888750142214,"{""entityType"":""release"",""gid"":""a0d2a447-b424-46c8-89bf-59f062091a7c""}",United States (US),2015,"Greetings From Asbury Park, N.J.","US, 2015 remastered reissue"
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,"12"" Vinyl",9,"{""events"":[{""date"":{""month"":4,""year"":2023,""day"":28},""country"":{""ended"":false,""iso_3166_1_codes"":[""US""],""last_updated"":""2013-06-15T18:06:39Z"",""editsPending"":false,""iso_3166_3_codes"":[],""id"":222,""name"":""United States"",""primary_code"":""US"",""comment"":"""",""begin_date"":null,""end_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""entityType"":""area"",""country_code"":""US"",""typeID"":1,""iso_3166_2_codes"":[]}}]}US2023-04-28",Mobile Fidelity Sound Lab,MFSL33UD1S055,821797105521,"{""entityType"":""release"",""gid"":""3ac570d7-e756-4a37-91d8-564ef7cc1c86""}",United States (US),2023-04-28,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,SACD,9,"{""events"":[{""country"":{""ended"":false,""last_updated"":""2013-06-15T18:06:39Z"",""iso_3166_1_codes"":[""US""],""iso_3166_3_codes"":[],""name"":""United States"",""id"":222,""comment"":"""",""primary_code"":""US"",""editsPending"":false,""end_date"":null,""gid"":""489ce91b-6658-3307-9877-795b68554c98"",""begin_date"":null,""country_code"":""US"",""iso_3166_2_codes"":[],""typeID"":1,""entityType"":""area""},""date"":{""year"":2023,""month"":10,""day"":26}}]}US2023-10-26","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX), Sony Music Commercial Music Group, Mobile Fidelity Sound Lab","19658796572, UDSACD 2264",196587965723,"{""entityType"":""release"",""gid"":""5ce41129-4d8f-41e0-b22d-6be9bb2766f6""}",United States (US),2023-10-26,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J.",Bruce Springsteen,CD,9,"{""events"":[{""country"":{""comment"":"""",""primary_code"":""IT"",""id"":105,""name"":""Italy"",""iso_3166_3_codes"":[],""editsPending"":false,""iso_3166_1_codes"":[""IT""],""last_updated"":""2013-05-27T13:42:38Z"",""ended"":false,""iso_3166_2_codes"":[],""typeID"":1,""country_code"":""IT"",""primaryAlias"":""Italy"",""entityType"":""area"",""gid"":""c6500277-9a3d-349b-bf30-41afdbf42add"",""end_date"":null,""begin_date"":null},""date"":{""day"":null,""month"":null,""year"":2023}}]}IT2023","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX), Sony Music (global brand, excluding JP, owned by Sony Music Entertainment)",22SC0088,[none],"{""entityType"":""release"",""gid"":""efe7e010-bbbd-4bf8-9fa4-69c0596f777a""}",Italy (IT),2023,"Greetings From Asbury Park, N.J.",
,"▶Greetings From Asbury Park, N.J. (enhanced packaging reissue)",Bruce Springsteen,CD,9,"{""events"":[{""date"":{""day"":null,""year"":null,""month"":null},""country"":{""name"":""Australia"",""id"":13,""comment"":"""",""primary_code"":""AU"",""iso_3166_3_codes"":[],""editsPending"":false,""iso_3166_1_codes"":[""AU""],""last_updated"":""2013-05-27T12:20:27Z"",""ended"":false,""typeID"":1,""iso_3166_2_codes"":[],""country_code"":""AU"",""entityType"":""area"",""primaryAlias"":""Australia"",""end_date"":null,""gid"":""106e0bec-b638-3b37-b731-f53d507dc00e"",""begin_date"":null}}]}AU-","Columbia (owned by Sony Music Entertainment, worldwide except JP; formerly owned by CBS between 1938–1990 within US/CA/MX)",5113002000,9399700110487,"{""entityType"":""release"",""gid"":""130ca71a-dfd5-43f9-83e1-763413f7f302""}",Australia (AU),-,"Greetings From Asbury Park, N.J.",enhanced packaging reissue
